product_id,product_name,brand,category,subcategory,description,price,cost,color,weight_kg,rating,supplier_id
172,Adidas Shoes 3612,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,200.87,1388.87,White,14.55,4.0,1077
173,Adidas Shoes 561,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,967.08,40.53,Gray,4.23,4.1,1218
174,Philips Kitchen 8445,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,2173.15,1782.79,Silver,16.51,4.5,916
175,Packt Programming 1792,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,485.48,1069.27,Blue,4.31,3.6,780
176,Nike Fitness 463,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,357.54,318.94,Black,0.35,3.7,130
177,Nike Shoes 8670,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1867.77,1174.67,Silver,7.32,4.4,1929
178,Nike Fitness 685,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1892.59,795.11,White,19.89,4.0,686
179,Adidas Fitness 2370,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1525.62,1196.41,Black,16.84,3.8,1671
180,Manning Programming 6696,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,895.68,815.58,Red,9.85,4.4,1373
181,O'Reilly Programming 1187,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,646.79,1019.77,Gray,3.43,4.4,1112
182,Nike Shoes 2531,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1329.79,1227.94,White,3.57,4.5,1742
183,Ashley Furniture 1409,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,33.4,1054.22,Gray,8.92,4.6,1102
184,IKEA Furniture 9504,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1375.25,1601.62,Blue,18.9,3.6,303
185,Manning Programming 5666,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,316.97,804.61,Black,3.41,4.4,1761
186,Apple Laptop 2677,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,1393.02,1663.82,Silver,14.37,4.5,407
187,Manning Programming 1799,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,2469.59,305.24,Silver,3.87,4.2,90
188,KitchenAid Kitchen 501,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,644.79,1754.31,Silver,18.43,4.7,1896
189,Steelcase Furniture 4298,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,318.5,1614.48,Gray,14.71,3.9,379
190,JBL Headphones 4828,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,628.72,1635.06,Silver,15.55,5.0,15
191,Dell Laptop 6391,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,293.83,909.33,Blue,14.65,4.4,514
192,Adidas Shoes 9625,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1109.2,258.69,White,8.3,3.6,44
193,Packt Programming 4641,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,749.43,213.34,Blue,16.15,4.2,841
194,JBL Headphones 3760,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,94.65,1087.31,Black,17.39,4.9,1418
195,O'Reilly Programming 8243,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1591.29,115.53,White,5.85,3.6,210
196,Nike Shoes 1180,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1776.9,1080.43,Blue,18.99,3.8,1919
197,IKEA Furniture 1071,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1903.21,1410.6,Blue,8.6,3.7,1688
198,IKEA Furniture 9197,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,704.58,485.06,Silver,3.84,3.6,967
199,Apple Laptop 9205,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,811.48,1254.97,Blue,16.99,4.7,1551
200,Google Phone 6100,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,2184.43,1110.81,Red,15.57,4.6,1307
201,Adidas Shoes 2481,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,275.19,815.64,Black,16.59,4.2,578
202,Dell Laptop 2138,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,2216.8,1266.94,Silver,19.04,3.7,1070
203,IKEA Furniture 6459,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1097.04,1458.51,Red,4.36,4.3,1654
204,Under Armour Fitness 4189,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2107.4,269.48,White,0.99,4.3,1914
205,Nike Shoes 9276,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1986.54,312.44,Red,9.15,4.0,573
206,OnePlus Phone 3497,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,403.21,1783.66,Silver,10.71,4.1,521
207,Samsung Phone 7530,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,2114.91,789.59,Blue,10.38,4.5,258
208,Zara Clothing 3067,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,762.58,458.38,Black,18.78,3.6,1801
209,KitchenAid Kitchen 3027,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1025.85,107.2,Silver,17.81,5.0,498
210,Under Armour Fitness 6031,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,750.03,1446.15,Blue,14.91,4.4,990
211,Steelcase Furniture 2201,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,582.24,1183.46,Blue,19.59,4.6,549
212,Manning Programming 1560,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1991.65,1670.91,Blue,3.35,4.5,1761
213,BenQ Monitor 2412,BenQ,Electronics,Monitor,BenQ Monitor designed for high performance and everyday use. Premium quality with modern features.,2036.01,675.72,Black,18.0,4.4,826
214,O'Reilly Programming 8734,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,425.47,1369.02,Gray,18.28,4.8,1451
215,Puma Shoes 1570,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,532.86,1327.59,Silver,16.71,4.7,929
216,Adidas Fitness 2525,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,102.79,1047.06,Black,10.48,4.4,1866
217,Nike Shoes 8711,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,2114.33,580.75,Red,6.89,4.8,1588
218,Lenovo Laptop 8968,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,2319.75,460.41,Silver,6.57,3.6,363
219,JBL Headphones 3495,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,1232.72,1699.54,Black,3.9,4.1,1885
220,Philips Kitchen 8023,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1829.67,895.46,Black,17.55,4.5,1854
221,O'Reilly Programming 1428,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,800.72,14.0,Red,12.14,4.6,1067
222,Under Armour Fitness 932,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1407.19,1268.79,White,2.26,4.4,1354
223,Adidas Fitness 4575,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,950.77,172.11,Black,7.82,3.7,1650
224,Nike Shoes 3460,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1906.04,1611.18,White,9.47,3.8,395
225,Levi's Clothing 1087,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1681.52,1064.11,Gray,3.28,3.7,312
226,Ashley Furniture 9890,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,282.85,60.01,Red,18.04,4.0,1168
227,Packt Programming 9992,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,218.53,530.74,Gray,7.04,4.6,1504
228,Puma Shoes 1350,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1111.43,1387.9,Black,13.38,4.6,1004
229,Packt Programming 6350,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1776.52,1137.23,Blue,17.19,4.3,1529
230,Zara Clothing 9189,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2098.64,1033.46,Black,5.32,4.5,1483
231,Adidas Fitness 5361,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1188.21,860.55,Silver,12.51,4.1,1624
232,Adidas Shoes 1228,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1910.86,364.53,Red,2.69,4.0,780
233,Levi's Clothing 5088,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,2072.25,523.49,Blue,17.25,4.2,950
234,Steelcase Furniture 4822,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1891.36,1310.37,Silver,19.06,4.1,1672
235,Adidas Fitness 1627,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1793.1,624.29,Black,15.42,4.4,1679
236,Under Armour Fitness 495,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1442.67,1190.42,Silver,8.5,4.5,1440
237,Under Armour Fitness 3880,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1559.58,786.55,Gray,1.68,4.0,635
238,Bosch Kitchen 8697,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,2375.23,1004.22,Gray,16.57,4.9,272
239,Zara Clothing 1539,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2423.17,526.2,Blue,19.37,3.8,58
240,Under Armour Fitness 2330,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,923.29,994.18,Blue,17.34,4.1,608
241,Adidas Fitness 9251,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2381.28,654.28,Gray,8.05,4.7,1278
242,Bosch Kitchen 3743,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,2129.34,339.49,White,2.24,5.0,1385
243,JBL Headphones 6181,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,481.53,1539.19,Gray,6.73,4.2,1805
